City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Asau,RO,46.4333,26.4,29.95,83,100,3.71,overcast clouds
478,Delijan,IR,33.9905,50.6838,44.56,45,0,2.86,clear sky
479,Dalnerechensk,RU,45.9339,133.7225,-13.22,100,100,1.79,overcast clouds
480,Magistralnyy,RU,56.1725,107.4458,-30.71,100,66,2.53,broken clouds
481,Arusha,TZ,-3.3667,36.6833,67.51,71,40,3.69,scattered clouds
482,Hammerfest,NO,70.6634,23.6821,22.73,73,75,11.5,broken clouds
483,Yar-Sale,RU,66.8333,70.8333,-12.03,94,100,9.08,overcast clouds
484,Amberley,US,39.2048,-84.428,30.2,54,75,4.0,broken clouds
485,Hollins,US,37.3413,-79.9431,40.06,61,75,13.8,broken clouds
486,Nishihara,JP,26.1842,127.7558,64.06,94,75,23.02,light rain
487,Port Hedland,AU,-20.3167,118.5667,84.25,74,4,10.36,clear sky
488,Fauske,NO,67.2588,15.3918,32.04,90,99,4.83,overcast clouds
489,Oliveira,BR,-20.6964,-44.8272,72.64,84,84,4.05,broken clouds
490,Cortez,US,37.3489,-108.5859,52.36,23,0,5.93,clear sky
491,Imeni Zhelyabova,RU,58.9544,36.5956,28.0,89,100,10.42,overcast clouds
492,Prince Rupert,CA,54.3161,-130.3201,42.89,87,100,12.66,overcast clouds
493,Payo,ID,-3.7508,103.6372,72.37,97,95,1.41,overcast clouds
494,Sayhat,SA,26.4852,50.0405,64.6,53,0,10.85,clear sky
495,Bud,US,39.447,-86.1758,26.42,82,100,8.88,light snow
496,Dingle,PH,10.9995,122.6711,74.28,93,91,6.38,overcast clouds
497,Parrita,CR,9.5201,-84.3225,95.25,57,7,7.23,clear sky
498,Saint-Georges,GD,12.0564,-61.7485,79.54,67,33,14.65,scattered clouds
499,Olafsvik,IS,64.8945,-23.7142,29.8,93,100,10.89,snow
500,Bojonegoro,ID,-7.1502,111.8817,74.05,97,100,1.36,overcast clouds
501,Devonport,AU,-41.1667,146.35,58.01,89,64,5.3,broken clouds
502,Ko Samui,TH,9.5357,99.9357,82.06,76,100,12.97,overcast clouds
503,Kuching,MY,1.55,110.3333,75.42,94,40,3.44,scattered clouds
504,Abomsa,ET,9.9833,39.9833,71.56,49,67,3.6,broken clouds
505,Strezhevoy,RU,60.7333,77.5889,-4.02,97,97,8.68,overcast clouds
506,Cabo San Lucas,MX,22.8909,-109.9124,82.51,59,99,1.99,overcast clouds
507,Mogapi,BW,-22.323,27.8349,71.83,42,80,6.71,broken clouds
508,Tucurui,BR,-3.7661,-49.6725,73.2,96,100,1.01,overcast clouds
509,Bandarbeyla,SO,9.4942,50.8122,75.24,65,16,18.37,few clouds
510,Kamaishi,JP,39.2667,141.8833,32.72,69,100,3.87,overcast clouds
511,Nouadhibou,MR,20.931,-17.0347,66.16,70,100,21.09,overcast clouds
512,Katete,UG,-0.7818,29.7544,70.41,51,87,3.0,overcast clouds
513,Bafia,CM,4.75,11.2333,75.11,41,40,3.0,scattered clouds
514,Allanridge,ZA,-27.7543,26.6438,72.59,36,18,4.83,few clouds
515,Karasburg,NA,-28.0167,18.75,81.05,41,7,8.16,clear sky
516,Kozyatyn,UA,49.7143,28.8339,29.32,71,7,10.45,clear sky
517,Kathu,TH,7.9178,98.3332,78.62,79,33,6.98,scattered clouds
518,Maragogi,BR,-9.0122,-35.2225,82.36,72,8,14.79,clear sky
519,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,90.46,38,71,4.32,broken clouds
520,Itaituba,BR,-4.2761,-55.9836,83.73,64,36,4.47,scattered clouds
521,Beringovskiy,RU,63.05,179.3167,-27.72,97,14,6.89,few clouds
522,Awjilah,LY,29.1081,21.2869,56.95,48,46,7.18,scattered clouds
523,Gardone Val Trompia,IT,45.6942,10.187,40.05,50,1,3.13,clear sky
524,Tumaco,CO,1.7986,-78.8156,79.12,83,100,7.47,light rain
525,Kibala,TD,9.1104,18.3463,84.96,13,100,4.32,overcast clouds
526,Quatre Cocos,MU,-20.2078,57.7625,81.09,83,76,14.34,broken clouds
527,Gayny,RU,60.3071,54.3241,2.41,100,85,3.06,overcast clouds
528,Dubti,ET,11.7361,41.0853,83.44,44,0,13.38,clear sky
529,Harlingen,US,26.1906,-97.6961,64.33,27,0,8.05,clear sky
530,Olavarria,AR,-36.8927,-60.3225,79.02,39,1,11.14,clear sky
531,Altamont,US,42.2068,-121.7372,57.76,40,0,1.01,clear sky
532,Luwuk,ID,-0.9516,122.7875,76.62,85,100,3.0,overcast clouds
533,Toyooka,JP,35.5333,134.8333,41.07,76,100,11.18,overcast clouds
534,Nizwa,OM,22.9333,57.5333,64.13,61,0,3.6,clear sky
535,Ulverstone,AU,-41.15,146.1667,58.21,87,53,5.32,broken clouds
536,Konstantinovka,RU,49.6167,127.9833,0.41,98,100,4.56,overcast clouds
537,Big Rapids,US,43.6981,-85.4837,18.32,51,100,0.0,overcast clouds
538,Bauru,BR,-22.3147,-49.0606,83.75,52,8,3.49,clear sky
539,Maniitsoq,GL,65.4167,-52.9,3.02,87,100,15.73,light snow
540,Kozan,TR,37.4552,35.8157,43.7,71,100,4.85,overcast clouds
541,Port Blair,IN,11.6667,92.75,73.6,73,70,8.61,broken clouds
542,Japura,ID,-0.3167,102.35,73.38,97,100,0.38,overcast clouds
543,Lethem,GY,3.3803,-59.7968,93.07,39,99,12.59,overcast clouds
544,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.85,66,10,10.25,clear sky
545,Wenling,CN,28.3669,121.36,45.91,87,100,10.18,light rain
546,Osoyoos,CA,49.0331,-119.4524,41.34,74,47,2.01,scattered clouds
547,Verdun,FR,49.25,5.3333,48.81,79,99,13.35,overcast clouds
548,Nantucket,US,41.2835,-70.0995,37.15,84,100,21.52,light snow
549,Hervey Bay,AU,-25.2986,152.8535,68.11,78,13,18.39,few clouds
550,Ekuvukeni,ZA,-28.4675,30.1551,66.78,94,84,3.85,moderate rain
551,Shubarshi,KZ,48.5872,57.1869,13.62,96,79,13.44,broken clouds
552,Jalu,LY,29.0331,21.5482,56.95,48,81,7.45,broken clouds
553,Kloulklubed,PW,7.0419,134.2556,80.71,83,100,20.92,overcast clouds
554,Lepe,ES,37.2548,-7.2043,59.11,79,100,8.08,overcast clouds
555,Honningsvag,NO,70.9821,25.9704,20.95,79,100,17.27,snow
556,Moryakovskiy Zaton,RU,56.6956,84.6467,13.01,95,100,7.9,overcast clouds
557,Koygorodok,RU,60.445,50.9968,-0.35,100,100,2.51,overcast clouds
558,Souillac,MU,-20.5167,57.5167,81.36,89,75,6.91,light rain
559,Zhurivka,UA,50.5028,31.7849,26.58,83,23,8.48,few clouds
560,Qaqortoq,GL,60.7167,-46.0333,25.43,88,100,8.23,overcast clouds
561,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,83.37,51,97,0.65,overcast clouds
562,Wageningen,NL,51.9667,5.6667,50.94,69,100,14.97,overcast clouds
563,Trezzano Sul Naviglio,IT,45.4231,9.0664,46.13,57,0,1.14,clear sky
564,Villanueva De La Serena,ES,38.9766,-5.7974,53.83,74,100,3.96,overcast clouds
565,Ponta Delgada,PT,37.7333,-25.6667,61.5,67,75,8.05,broken clouds
566,Yima,CN,34.7381,111.8839,35.17,77,1,2.75,clear sky
567,Vangaindrano,MG,-23.35,47.6,74.05,91,1,2.01,clear sky
568,Shimoda,JP,34.6667,138.95,36.1,91,100,23.87,moderate rain
569,Inhambane,MZ,-23.865,35.3833,76.66,86,2,8.66,clear sky
570,Ville-Marie,CA,47.3335,-79.433,0.03,74,100,3.53,overcast clouds
571,Sept-Iles,CA,50.2001,-66.3821,6.06,58,20,8.99,few clouds
572,Hastings,GB,50.8552,0.5729,50.52,83,100,34.4,light rain
573,Zarinsk,RU,53.7074,84.9493,18.46,93,100,12.71,light snow
574,Canico,PT,32.6333,-16.85,65.07,77,75,13.8,broken clouds
575,Namibe,AO,-15.1961,12.1522,75.52,80,100,3.24,overcast clouds
576,Neiafu,TO,-18.65,-173.9833,82.33,73,89,16.49,overcast clouds
577,San Vicente,AR,-26.6167,-54.1333,85.78,38,88,5.19,overcast clouds
578,Pathein,MM,16.7833,94.7333,63.14,82,30,6.2,scattered clouds
579,Teahupoo,PF,-17.8333,-149.2667,80.56,76,92,17.18,light rain
580,Lebedyn,UA,50.5852,34.4849,23.09,85,7,6.69,clear sky
581,Bloemfontein,ZA,-29.1211,26.214,72.63,36,3,5.75,clear sky
582,Stornoway,GB,58.2093,-6.3865,42.76,94,75,10.36,drizzle
583,Neuquen,AR,-38.9516,-68.0591,91.29,19,0,3.44,clear sky
584,Tura,IN,25.5198,90.2201,54.39,70,0,4.59,clear sky
585,Goure,NE,13.9835,10.2704,74.01,10,2,8.25,clear sky
586,Chunoyar,RU,57.4467,97.3217,-16.02,99,22,4.45,few clouds
587,Pinczow,PL,50.5205,20.5265,35.89,73,8,5.99,clear sky
588,Rapid Valley,US,44.0625,-103.1463,59.04,26,75,23.02,broken clouds
589,Dunedin,NZ,-45.8742,170.5036,54.81,77,5,3.36,clear sky
590,Maputo,MZ,-25.9653,32.5892,79.23,80,20,5.75,few clouds
591,Doaba,PK,33.4244,70.7364,53.44,42,100,2.17,overcast clouds
592,Stettler,CA,52.3168,-112.7186,36.39,54,83,13.58,broken clouds
593,Montego Bay,JM,18.4712,-77.9188,84.0,65,20,13.8,few clouds
594,Kyra,RU,49.5776,111.9753,-22.36,100,60,3.44,broken clouds
595,Pocoes,BR,-14.5297,-40.3653,75.11,78,22,6.02,few clouds
596,Virginia Beach,US,36.8529,-75.978,42.12,74,100,4.0,overcast clouds
597,Yingcheng,CN,30.95,113.55,39.52,83,2,3.31,clear sky
598,Tazovskiy,RU,67.4667,78.7,-9.89,97,21,10.74,few clouds
599,Orange Cove,US,36.6244,-119.3137,76.62,25,5,3.29,clear sky
600,Kalabo,ZM,-14.97,22.6814,70.21,78,47,0.38,scattered clouds
601,Oktyabrskoye,RU,43.0645,44.7417,30.34,80,14,11.18,few clouds
602,Lichtenburg,ZA,-26.152,26.1597,66.22,42,37,4.52,scattered clouds
603,Brandon,US,27.9378,-82.2859,72.32,80,100,8.05,overcast clouds
604,Dalhousie,IN,32.5333,75.9833,37.99,56,100,5.01,overcast clouds
605,Santander,ES,43.4647,-3.8044,58.98,52,0,19.57,clear sky
606,Hluti,SZ,-27.2167,31.6167,68.77,82,89,2.39,overcast clouds
607,Acapulco,MX,16.8634,-99.8901,86.59,49,52,9.78,broken clouds
608,Halifax,CA,44.6453,-63.5724,32.49,74,100,3.0,overcast clouds
609,Acurenam,GQ,1.0322,10.6488,69.01,96,100,4.09,overcast clouds
610,Balaipungut,ID,1.05,101.2833,73.29,97,93,1.05,overcast clouds
611,Labytnangi,RU,66.6572,66.4183,-17.28,100,100,1.97,overcast clouds
612,Hobbs,US,32.7026,-103.136,60.89,22,0,13.8,clear sky
613,Palu,ID,-0.8917,119.8707,75.25,91,100,3.15,overcast clouds
614,Saint-Amand-Les-Eaux,FR,50.4472,3.4308,52.03,78,100,21.99,overcast clouds
615,Aksarka,RU,66.5606,67.7975,-13.05,100,100,2.68,overcast clouds
616,Kattivakkam,IN,13.2167,80.3167,80.08,79,3,9.6,clear sky
617,Dakoro,NE,14.5106,6.765,73.67,10,1,9.89,clear sky
618,Byron Bay,AU,-28.65,153.6167,67.87,86,76,4.81,broken clouds
619,Vilyuysk,RU,63.7553,121.6247,-25.96,100,100,1.28,overcast clouds
620,Nioro,GM,13.35,-15.75,83.43,10,27,7.43,scattered clouds
621,Colesberg,ZA,-30.72,25.0972,72.88,53,94,25.52,overcast clouds
622,Ihosy,MG,-22.4,46.1167,68.16,93,18,8.95,few clouds
623,Bardiyah,LY,31.7561,25.0865,56.17,63,0,7.2,clear sky
624,Mudu,CN,31.252,120.5118,36.99,79,4,5.21,clear sky
625,Yatsushiro,JP,32.5,130.6,48.18,86,100,7.18,moderate rain
626,Heihe,CN,50.2441,127.4902,0.93,96,98,5.93,overcast clouds
627,Alyangula,AU,-13.8483,136.4192,73.27,100,36,0.0,scattered clouds
628,Bonthe,SL,7.5264,-12.505,78.82,84,29,8.32,scattered clouds
629,Evensk,RU,61.95,159.2333,-5.31,73,30,9.13,scattered clouds
630,Bodden Town,KY,19.2833,-81.25,81.99,77,75,4.61,broken clouds
631,Scarborough,GB,54.2797,-0.4044,49.08,90,100,14.0,overcast clouds
632,Arica,CL,-18.475,-70.3042,78.35,64,0,12.66,clear sky
633,Mashhad,IR,36.297,59.6062,44.74,61,0,23.02,clear sky
634,Dawson,US,31.7735,-84.4466,60.22,23,16,17.05,few clouds
635,Bay Roberts,CA,47.5999,-53.2648,42.51,64,74,8.99,broken clouds
636,Rennes,FR,48.1667,-1.6667,52.12,87,100,24.16,moderate rain
637,Amarwara,IN,22.3,79.1667,58.8,25,0,1.68,clear sky
638,Caucaia,BR,-3.7361,-38.6531,84.15,72,40,11.5,scattered clouds
639,Dongning,CN,44.0622,131.1207,-2.97,96,100,2.84,overcast clouds
640,Moindou,NC,-21.6924,165.677,80.55,83,100,3.56,overcast clouds
641,Sorong,ID,-0.8833,131.25,77.61,86,100,7.58,overcast clouds
642,Hami,CN,42.8,93.45,26.29,51,73,5.59,broken clouds
643,Emerald,AU,-23.5333,148.1667,67.33,77,0,10.98,clear sky
644,Nushki,PK,29.5542,66.0215,53.01,45,58,2.15,broken clouds
645,Balkhash,KZ,46.844,74.9804,15.64,97,100,5.39,overcast clouds
646,Hirado,JP,33.3597,129.5531,49.39,71,100,25.93,light rain
647,Muisne,EC,0.6,-80.0333,82.51,81,100,6.08,light rain
648,Oksfjord,NO,70.2396,22.3479,23.18,90,75,7.31,broken clouds
649,Catemaco,MX,18.4167,-95.1167,60.55,92,100,19.06,overcast clouds
650,Kalmunai,LK,7.4167,81.8167,76.03,83,98,6.33,overcast clouds
651,Fairbanks,US,64.8378,-147.7164,13.82,84,100,0.0,light snow
652,Lewistown,US,40.5992,-77.5714,34.07,69,20,8.05,light intensity drizzle
653,Praia,CV,14.9215,-23.5087,75.74,64,0,18.41,clear sky
654,Hellin,ES,38.5106,-1.701,51.58,62,74,3.33,broken clouds
655,Mbouda,CM,5.6258,10.2552,68.16,43,95,5.86,overcast clouds
656,Whitianga,NZ,-36.8333,175.7,68.02,69,6,5.01,clear sky
657,Tuta,CO,5.6897,-73.2278,62.76,68,100,1.57,overcast clouds
658,Palaikastron,GR,35.2,26.25,55.74,75,65,14.2,broken clouds
659,La Cumbre,AR,-30.982,-64.4914,75.45,39,0,4.12,clear sky
660,Dongsheng,CN,39.8161,109.9776,6.93,63,62,0.18,broken clouds
661,Kologriv,RU,58.8275,44.3178,2.44,100,97,3.76,overcast clouds
662,Omsukchan,RU,62.5333,155.8,-29.76,100,37,3.76,scattered clouds
663,Huarmey,PE,-10.0681,-78.1522,77.31,69,5,12.41,clear sky
664,Russellville,US,35.2784,-93.1338,56.21,29,0,13.8,clear sky
665,Mikkeli,FI,61.6886,27.2723,33.91,93,100,10.36,overcast clouds
666,Romny,UA,50.751,33.4747,22.14,83,10,7.36,clear sky
667,Inuvik,CA,68.3499,-133.7218,-24.74,75,75,2.3,broken clouds
668,Arman,RU,59.7,150.1667,-10.86,80,9,9.42,clear sky
669,Matadi,CD,-5.8167,13.45,76.62,92,92,3.13,light rain
670,Davidson,US,36.1501,-86.7833,43.12,32,0,4.61,clear sky
671,Zhangye,CN,38.9342,100.4517,26.04,47,99,1.48,overcast clouds
672,Zamosc,PL,50.7231,23.252,33.64,73,38,12.19,scattered clouds
673,Brokopondo,SR,4.75,-55.1667,82.78,70,39,8.81,scattered clouds
674,Gualeguay,AR,-33.1416,-59.3097,83.01,18,0,4.45,clear sky
675,Uribia,CO,11.7139,-72.266,91.04,34,10,22.86,clear sky
676,Leczyca,PL,52.0596,19.1997,37.08,65,9,13.13,clear sky
677,Port Arthur,CN,38.8,121.2667,23.22,89,100,20.71,light snow
678,Luderitz,NA,-26.6481,15.1594,75.22,62,0,12.1,clear sky
679,Puerto Suarez,BO,-18.95,-57.8,97.23,31,97,1.7,overcast clouds
680,Kitimat,CA,54.0524,-128.6534,43.97,90,100,2.44,overcast clouds
681,Vuktyl,RU,63.8567,57.3094,4.28,98,100,3.44,overcast clouds
682,Pastavy,BY,55.1168,26.8326,27.3,77,92,13.82,overcast clouds
683,Tsumeb,NA,-19.2333,17.7167,70.23,77,100,6.91,overcast clouds
684,Loma Alta,HN,15.3967,-88.5597,74.28,93,61,3.76,broken clouds
685,Veraval,IN,20.9,70.3667,68.54,56,0,12.46,clear sky
686,Preobrazheniye,RU,42.9019,133.9064,14.11,57,62,6.24,broken clouds
687,Borogontsy,RU,62.6683,131.1683,-39.6,100,50,2.24,scattered clouds
688,Chumikan,RU,54.7183,135.315,-13.09,94,96,5.28,overcast clouds
689,Kondinskoye,RU,59.6481,67.41,-2.51,99,100,3.89,overcast clouds
690,Lucapa,AO,-8.4192,20.7447,66.0,98,100,3.65,light rain
691,Umea,SE,63.8284,20.2597,33.73,100,0,1.14,clear sky
692,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,96.39,28,93,9.42,overcast clouds
693,Qasigiannguit,GL,68.8193,-51.1922,25.05,59,100,25.88,overcast clouds
694,La Rioja,ES,42.25,-2.5,49.78,83,100,10.4,overcast clouds
695,Valente,BR,-11.4122,-39.4619,80.82,62,100,3.87,light rain
696,Humaita,BR,-7.5061,-63.0208,79.54,90,100,2.46,overcast clouds
697,Asfi,MA,32.2994,-9.2372,59.14,81,5,12.12,clear sky
698,Beaufort,MY,5.3473,115.7455,73.78,94,100,2.53,overcast clouds
699,Abu Samrah,SY,35.3029,37.1841,50.67,59,0,5.93,clear sky
700,Vredendal,ZA,-31.6683,18.5012,75.38,55,3,8.93,clear sky
701,Kisangani,CD,0.5167,25.2,75.45,53,93,3.6,overcast clouds
702,Mezhdurechensk,RU,53.6942,88.0603,13.15,95,100,3.06,overcast clouds
703,Hays,US,30.0502,-98.0336,64.81,27,0,5.82,clear sky
704,Nalut,LY,30.3333,10.85,56.73,25,43,11.23,scattered clouds
705,Pa Sang,TH,18.5262,98.9394,71.37,30,11,1.61,few clouds
706,Port Hardy,CA,50.6996,-127.4199,46.76,66,100,7.72,overcast clouds
707,Gamba,GA,-2.65,10.0,77.68,86,95,4.12,light rain
708,Changli,CN,39.7042,119.1506,20.16,90,98,3.0,overcast clouds
709,Beloha,MG,-25.1667,45.05,75.83,87,29,14.72,scattered clouds
710,Griesheim,DE,49.8628,8.5753,46.94,81,0,1.14,clear sky
711,Sassandra,CI,4.95,-6.0833,78.69,84,62,4.56,broken clouds
712,Kumano,JP,34.3442,132.5894,41.94,84,100,7.52,overcast clouds
713,Plettenberg Bay,ZA,-34.0527,23.3716,67.26,85,29,3.58,scattered clouds
714,Superior,US,46.7208,-92.1041,13.44,41,0,10.36,clear sky
